State,Ag.District,County,Year,livestock_ton_CCO2,livestock_ton_CCO2 2.5,livestock_ton_CCO2 97.5
COLORADO,SAN LUIS VALLEY,SAGUACHE,2016,13435.9777,3397.303611,25380.13875
COLORADO,SAN LUIS VALLEY,SAGUACHE,2017,15020.21276,3688.740296,28406.61273
COLORADO,SAN LUIS VALLEY,SAGUACHE,2018,15739.8479,3857.030798,30021.36052
COLORADO,SAN LUIS VALLEY,SAGUACHE,2019,15657.22117,3770.503517,29645.08463
COLORADO,SAN LUIS VALLEY,SAGUACHE,2020,15022.43993,3685.978325,28343.89564
COLORADO,SOUTHEAST,BACA,2015,31258.18838,6678.292045,58733.05163
COLORADO,SOUTHEAST,BACA,2016,33156.93988,7294.474491,62344.83883
COLORADO,SOUTHEAST,BACA,2017,37256.89285,8102.626744,69345.19299
COLORADO,SOUTHEAST,BACA,2018,39084.28008,8421.11404,73193.54987
COLORADO,SOUTHEAST,BACA,2019,38950.02897,8253.44041,72905.03757
COLORADO,SOUTHEAST,BACA,2020,37294.13966,8095.740489,70118.98238
COLORADO,SOUTHEAST,BENT,2015,15776.01736,3499.037876,29937.84806
COLORADO,SOUTHEAST,BENT,2016,16704.2361,3586.019909,31775.21649
COLORADO,SOUTHEAST,BENT,2017,18732.55716,4136.585767,35878.65569
COLORADO,SOUTHEAST,BENT,2018,19623.93461,4321.418743,37279.7615
COLORADO,SOUTHEAST,BENT,2019,19587.10021,4210.423638,37235.27058
COLORADO,SOUTHEAST,BENT,2020,18773.33386,4151.971865,36075.74262
COLORADO,SOUTHEAST,CROWLEY,2015,40928.43515,9016.18985,74755.95657
COLORADO,SOUTHEAST,CROWLEY,2016,43299.70464,9431.319148,79004.01367
COLORADO,SOUTHEAST,CROWLEY,2017,48700.31551,10667.21521,88802.72669
COLORADO,SOUTHEAST,CROWLEY,2018,51053.50902,11083.68111,93539.11369
COLORADO,SOUTHEAST,CROWLEY,2019,50859.45218,11065.30084,92708.03363
COLORADO,SOUTHEAST,CROWLEY,2020,48854.64162,10709.58368,89507.25601
COLORADO,SOUTHEAST,CUSTER,2015,5263.578004,1491.358466,9743.040872
COLORADO,SOUTHEAST,CUSTER,2016,5552.52307,1583.771311,10328.01971
COLORADO,SOUTHEAST,CUSTER,2017,6192.51796,1666.745286,11585.82633
COLORADO,SOUTHEAST,CUSTER,2018,6479.70224,1787.659256,12071.71859
COLORADO,SOUTHEAST,CUSTER,2019,6472.385154,1748.812801,12109.43754
COLORADO,SOUTHEAST,CUSTER,2020,6219.973403,1713.829725,11458.75025
COLORADO,SOUTHEAST,FREMONT,2015,13300.86232,6094.470092,21425.14828
COLORADO,SOUTHEAST,FREMONT,2016,13824.98203,6106.659503,22252.98761
COLORADO,SOUTHEAST,FREMONT,2017,14179.19304,6217.029555,22991.38635
COLORADO,SOUTHEAST,FREMONT,2018,14883.09357,6445.987513,24184.68735
COLORADO,SOUTHEAST,FREMONT,2019,14974.53896,6566.915294,24429.93567
COLORADO,SOUTHEAST,FREMONT,2020,14717.76416,6612.202674,23724.64411
COLORADO,SOUTHEAST,HUERFANO,2015,3535.464542,1121.735427,6055.06643
COLORADO,SOUTHEAST,HUERFANO,2016,3706.970467,1200.667179,6359.235211
COLORADO,SOUTHEAST,HUERFANO,2017,4076.11923,1273.026252,7033.872296
COLORADO,SOUTHEAST,HUERFANO,2018,4238.909791,1263.579661,7301.537948
COLORADO,SOUTHEAST,HUERFANO,2019,4227.348025,1325.494365,7311.728314
COLORADO,SOUTHEAST,HUERFANO,2020,4081.062352,1272.759943,7003.485016
COLORADO,SOUTHEAST,LAS ANIMAS,2015,24197.97441,5618.482483,46503.61193
COLORADO,SOUTHEAST,LAS ANIMAS,2016,25670.01886,5957.082042,49219.90299
COLORADO,SOUTHEAST,LAS ANIMAS,2017,28730.63135,6360.109216,54923.63514
COLORADO,SOUTHEAST,LAS ANIMAS,2018,30043.4829,6734.073476,57629.43105
COLORADO,SOUTHEAST,LAS ANIMAS,2019,30077.89603,6834.175081,58440.80963
COLORADO,SOUTHEAST,LAS ANIMAS,2020,28785.95484,6441.588569,55809.26168
COLORADO,SOUTHEAST,OTERO,2015,42965.95579,9797.099276,78137.4374
COLORADO,SOUTHEAST,OTERO,2016,45497.39168,10430.36241,82317.63968
COLORADO,SOUTHEAST,OTERO,2017,51052.04903,11317.2516,92605.84135
COLORADO,SOUTHEAST,OTERO,2018,53485.71587,11659.26876,97958.4362
COLORADO,SOUTHEAST,OTERO,2019,53288.70886,11763.60574,97123.33595
COLORADO,SOUTHEAST,OTERO,2020,51149.98927,11336.40203,93402.14881
COLORADO,SOUTHEAST,PROWERS,2015,56576.94921,12281.17579,103114.5691
COLORADO,SOUTHEAST,PROWERS,2016,59898.32653,12625.96894,109338.8963
COLORADO,SOUTHEAST,PROWERS,2017,67361.75718,14019.25131,122613.4664
COLORADO,SOUTHEAST,PROWERS,2018,70631.76372,14989.71476,128584.149
COLORADO,SOUTHEAST,PROWERS,2019,70430.05326,14921.09479,129125.2115
COLORADO,SOUTHEAST,PROWERS,2020,67400.85822,14326.65002,123617.6781
COLORADO,SOUTHEAST,PUEBLO,2015,24983.59562,8618.427144,43338.6832
COLORADO,SOUTHEAST,PUEBLO,2016,26221.7559,8745.411628,46095.25236
COLORADO,SOUTHEAST,PUEBLO,2017,29180.09137,9671.143584,51439.28327
COLORADO,SOUTHEAST,PUEBLO,2018,30435.36838,9816.227862,53719.04595
COLORADO,SOUTHEAST,PUEBLO,2019,30401.29746,9829.169648,53570.94634
COLORADO,SOUTHEAST,PUEBLO,2020,29044.71933,9532.894734,51496.61721
COLORADO,SOUTHWEST,ARCHULETA,2015,6333.733303,2061.412102,10861.02404
COLORADO,SOUTHWEST,ARCHULETA,2016,6644.24123,2087.724512,11478.52606
COLORADO,SOUTHWEST,ARCHULETA,2017,7364.488984,2258.318052,12783.92385
COLORADO,SOUTHWEST,ARCHULETA,2018,7686.176443,2355.529009,13282.50441
COLORADO,SOUTHWEST,ARCHULETA,2019,7657.4849,2348.64478,13355.05243
COLORADO,SOUTHWEST,ARCHULETA,2020,7387.259872,2304.718302,12848.59926
COLORADO,SOUTHWEST,DELTA,2015,24950.4421,10151.18247,40968.82955
COLORADO,SOUTHWEST,DELTA,2016,26138.08301,10416.02568,42925.69461
COLORADO,SOUTHWEST,DELTA,2017,28659.25578,11183.24462,47000.46051
COLORADO,SOUTHWEST,DELTA,2018,29978.02922,11547.2597,49847.92872
COLORADO,SOUTHWEST,DELTA,2019,29933.75966,11582.69799,49380.78677
COLORADO,SOUTHWEST,DELTA,2020,29172.18544,11286.55128,48054.08323
COLORADO,SOUTHWEST,DOLORES,2015,3085.580817,835.7963609,5725.687407
COLORADO,SOUTHWEST,DOLORES,2016,3257.912672,868.9892966,6059.855881
COLORADO,SOUTHWEST,DOLORES,2017,3621.022952,909.7432395,6806.632975
COLORADO,SOUTHWEST,DOLORES,2018,3789.54807,963.1285819,7149.965708
COLORADO,SOUTHWEST,DOLORES,2019,3761.965152,953.5446324,7029.490275
COLORADO,SOUTHWEST,DOLORES,2020,3627.730545,911.3570752,6779.319088
COLORADO,SOUTHWEST,GARFIELD,2015,22223.72418,6857.268923,39802.54302
COLORADO,SOUTHWEST,GARFIELD,2016,23470.0421,7178.242436,41976.93938
COLORADO,SOUTHWEST,GARFIELD,2017,26057.38648,7701.564841,46771.48475
COLORADO,SOUTHWEST,GARFIELD,2018,27319.25075,7908.169623,49376.91828
COLORADO,SOUTHWEST,GARFIELD,2019,27122.43037,7954.496636,49126.36316
COLORADO,SOUTHWEST,GARFIELD,2020,26211.88589,7938.733471,47204.85386
COLORADO,SOUTHWEST,HINSDALE,2015,431.9134009,150.557459,755.2266477
COLORADO,SOUTHWEST,HINSDALE,2016,450.1954633,157.4945437,789.1342215
COLORADO,SOUTHWEST,HINSDALE,2017,494.4177621,167.0226191,871.3906969
COLORADO,SOUTHWEST,HINSDALE,2018,515.8563945,172.3875177,912.6146805
COLORADO,SOUTHWEST,HINSDALE,2019,512.9955234,171.4455717,910.1349384
COLORADO,SOUTHWEST,HINSDALE,2020,496.499602,165.8399148,876.8100035
COLORADO,SOUTHWEST,LA PLATA,2015,15012.26519,5390.433338,25787.03785
COLORADO,SOUTHWEST,LA PLATA,2016,15759.41211,5421.461414,27520.28868
COLORADO,SOUTHWEST,LA PLATA,2017,17312.67552,5776.996321,30486.65029
COLORADO,SOUTHWEST,LA PLATA,2018,17969.56168,6132.714752,31616.51692
COLORADO,SOUTHWEST,LA PLATA,2019,17899.21947,5927.003022,31853.42997
COLORADO,SOUTHWEST,LA PLATA,2020,17343.09831,5847.620418,30763.89112
COLORADO,SOUTHWEST,MESA,2015,32141.00961,10906.57332,56687.89318
COLORADO,SOUTHWEST,MESA,2016,33859.25728,11368.70855,59323.52046
COLORADO,SOUTHWEST,MESA,2017,37329.4356,12524.2825,66340.152
COLORADO,SOUTHWEST,MESA,2018,38922.06382,12866.89342,69795.24729
COLORADO,SOUTHWEST,MESA,2019,38740.55972,12781.44255,69058.86018
COLORADO,SOUTHWEST,MESA,2020,37472.00802,12116.02338,66878.22705
COLORADO,SOUTHWEST,MONTEZUMA,2015,17394.50798,5284.50969,31163.00104
COLORADO,SOUTHWEST,MONTEZUMA,2016,18273.84624,5506.427952,32754.26291
COLORADO,SOUTHWEST,MONTEZUMA,2017,20330.43478,5951.360466,36460.69787
COLORADO,SOUTHWEST,MONTEZUMA,2018,21218.24593,6247.325505,38038.93819
COLORADO,SOUTHWEST,MONTEZUMA,2019,21209.94708,6124.063577,38288.01516
COLORADO,SOUTHWEST,MONTEZUMA,2020,20315.07476,6047.109859,36571.42135
COLORADO,SOUTHWEST,MONTROSE,2015,22012.06814,9067.886548,35640.50851
COLORADO,SOUTHWEST,MONTROSE,2016,23069.35808,9503.08753,37363.68927
COLORADO,SOUTHWEST,MONTROSE,2017,25291.98724,10006.86598,41412.18818
COLORADO,SOUTHWEST,MONTROSE,2018,26415.73062,10278.47089,43498.62259
COLORADO,SOUTHWEST,MONTROSE,2019,26298.68714,10277.82294,43060.40585
COLORADO,SOUTHWEST,MONTROSE,2020,25533.181,10216.91034,41703.2276
COLORADO,SOUTHWEST,OURAY,2015,3080.886837,795.6973736,5578.158879
COLORADO,SOUTHWEST,OURAY,2016,3260.865973,809.8603106,5902.891107
COLORADO,SOUTHWEST,OURAY,2017,3639.487757,922.1797662,6632.303257
COLORADO,SOUTHWEST,OURAY,2018,3811.604119,959.3027842,6889.002065
COLORADO,SOUTHWEST,OURAY,2019,3793.7619,951.2690073,6865.41452
COLORADO,SOUTHWEST,OURAY,2020,3647.676689,935.2437507,6595.748675
COLORADO,SOUTHWEST,SAN MIGUEL,2015,2524.285466,792.8408698,4335.722372
COLORADO,SOUTHWEST,SAN MIGUEL,2016,2657.601898,834.0250321,4558.851916
COLORADO,SOUTHWEST,SAN MIGUEL,2017,2941.523125,879.2644901,5095.972883
COLORADO,SOUTHWEST,SAN MIGUEL,2018,3077.429283,932.731369,5337.763155
COLORADO,SOUTHWEST,SAN MIGUEL,2019,3055.18011,925.5490616,5327.772558
COLORADO,SOUTHWEST,SAN MIGUEL,2020,2947.623367,869.6446271,5123.661248
CONNECTICUT,ALL,OTHER COUNTIES,2015,14852.67509,7379.766057,23572.78584
CONNECTICUT,ALL,OTHER COUNTIES,2016,16023.2567,8065.869799,25462.82321
CONNECTICUT,ALL,OTHER COUNTIES,2017,15993.56415,8071.2707,25306.85417
CONNECTICUT,ALL,OTHER COUNTIES,2018,16846.28564,8467.551138,26704.73156
CONNECTICUT,ALL,OTHER COUNTIES,2019,24628.36752,12421.94582,39049.68378
CONNECTICUT,ALL,OTHER COUNTIES,2020,23305.55964,11761.53681,37065.57431
CONNECTICUT,ALL COUNTIES,FAIRFIELD,2015,1149.783803,427.2593872,1953.272411
CONNECTICUT,ALL COUNTIES,FAIRFIELD,2016,1199.081365,460.1089863,2010.730896
CONNECTICUT,ALL COUNTIES,FAIRFIELD,2017,1258.728167,466.17025,2141.844018
CONNECTICUT,ALL COUNTIES,FAIRFIELD,2018,1333.674323,509.7957015,2245.665417
CONNECTICUT,ALL COUNTIES,FAIRFIELD,2019,1430.580037,575.0362229,2388.022332
CONNECTICUT,ALL COUNTIES,FAIRFIELD,2020,1425.096299,571.1820091,2346.441812
CONNECTICUT,ALL COUNTIES,HARTFORD,2015,2809.79821,1386.838147,4366.206122
CONNECTICUT,ALL COUNTIES,HARTFORD,2016,2945.677091,1477.014531,4576.458614
CONNECTICUT,ALL COUNTIES,HARTFORD,2017,3085.56663,1561.780074,4709.845531
CONNECTICUT,ALL COUNTIES,HARTFORD,2018,3209.749029,1619.472896,4922.371301
CONNECTICUT,ALL COUNTIES,HARTFORD,2019,3187.926016,1665.091277,4866.430173
CONNECTICUT,ALL COUNTIES,HARTFORD,2020,3254.493039,1632.344296,4987.867069
CONNECTICUT,ALL COUNTIES,LITCHFIELD,2015,9769.674183,3962.670575,16703.92111
CONNECTICUT,ALL COUNTIES,LITCHFIELD,2016,10167.97513,4201.828566,17303.41546
CONNECTICUT,ALL COUNTIES,LITCHFIELD,2017,10705.01377,4415.109031,18118.74225
CONNECTICUT,ALL COUNTIES,LITCHFIELD,2018,11006.50956,4647.954073,18318.97563
CONNECTICUT,ALL COUNTIES,LITCHFIELD,2019,10645.86982,4594.701799,17880.03719
CONNECTICUT,ALL COUNTIES,LITCHFIELD,2020,10990.50072,4842.968429,18218.82252
CONNECTICUT,ALL COUNTIES,MIDDLESEX,2015,1255.326085,414.9495638,2173.396407
CONNECTICUT,ALL COUNTIES,MIDDLESEX,2016,1308.370258,446.7404085,2285.589954
CONNECTICUT,ALL COUNTIES,MIDDLESEX,2017,1374.358764,480.3751671,2358.340976
CONNECTICUT,ALL COUNTIES,MIDDLESEX,2018,1435.489591,494.8966445,2488.473902
CONNECTICUT,ALL COUNTIES,MIDDLESEX,2019,1445.993991,472.6949888,2477.719447
CONNECTICUT,ALL COUNTIES,MIDDLESEX,2020,1475.775386,504.290668,2532.290685
CONNECTICUT,ALL COUNTIES,NEW HAVEN,2015,2093.95729,1038.787369,3234.725396
CONNECTICUT,ALL COUNTIES,NEW HAVEN,2016,2205.443724,1105.141638,3370.306677
CONNECTICUT,ALL COUNTIES,NEW HAVEN,2017,2323.192111,1189.566884,3568.206724
CONNECTICUT,ALL COUNTIES,NEW HAVEN,2018,2436.667347,1242.558344,3674.734868
CONNECTICUT,ALL COUNTIES,NEW HAVEN,2019,2424.213624,1269.83572,3675.546718
CONNECTICUT,ALL COUNTIES,NEW HAVEN,2020,2495.020838,1301.455188,3783.733556
CONNECTICUT,ALL COUNTIES,NEW LONDON,2015,11321.85184,3613.195149,20828.47251
CONNECTICUT,ALL COUNTIES,NEW LONDON,2016,11786.54129,4063.99243,21509.62503
CONNECTICUT,ALL COUNTIES,NEW LONDON,2017,12279.026,4201.150363,22198.58793
CONNECTICUT,ALL COUNTIES,NEW LONDON,2018,12679.09878,4438.629528,22734.96181
CONNECTICUT,ALL COUNTIES,NEW LONDON,2019,12172.3772,4393.697762,21750.93871
CONNECTICUT,ALL COUNTIES,NEW LONDON,2020,12514.77032,4659.139105,22358.80175
CONNECTICUT,ALL COUNTIES,TOLLAND,2015,8604.878553,2510.596551,16515.1326
CONNECTICUT,ALL COUNTIES,TOLLAND,2016,8875.166993,2673.889507,16874.18375
CONNECTICUT,ALL COUNTIES,TOLLAND,2017,9281.870077,2906.495317,17253.4071
CONNECTICUT,ALL COUNTIES,TOLLAND,2018,9529.010396,3071.028833,17437.43263
CONNECTICUT,ALL COUNTIES,TOLLAND,2019,9158.443899,2966.673976,16812.56921
CONNECTICUT,ALL COUNTIES,TOLLAND,2020,9412.481179,3073.661023,17168.49936
CONNECTICUT,ALL COUNTIES,WINDHAM,2015,10427.56853,2803.693612,20344.67888
CONNECTICUT,ALL COUNTIES,WINDHAM,2016,10732.39003,2986.324272,20732.85443
CONNECTICUT,ALL COUNTIES,WINDHAM,2017,11258.01264,3338.276012,21370.88147
CONNECTICUT,ALL COUNTIES,WINDHAM,2018,11515.50189,3374.468451,21358.32287
CONNECTICUT,ALL COUNTIES,WINDHAM,2019,11020.75298,3276.450775,20685.2909
CONNECTICUT,ALL COUNTIES,WINDHAM,2020,11322.24057,3450.914535,21354.68487
DELAWARE,ALL,OTHER COUNTIES,2015,23620.04155,12222.98112,37234.53782
DELAWARE,ALL,OTHER COUNTIES,2016,26361.22166,13970.45021,41262.86341
DELAWARE,ALL,OTHER COUNTIES,2017,26173.73003,13617.6597,40818.84272
DELAWARE,ALL,OTHER COUNTIES,2018,28289.35155,15083.72811,43484.24756
DELAWARE,ALL,OTHER COUNTIES,2019,40155.97513,21185.00764,62608.60965
DELAWARE,ALL,OTHER COUNTIES,2020,37794.85522,19648.28289,58959.60023
DELAWARE,CENTRAL,KENT,2015,170940.2173,121287.091,227591.4482
DELAWARE,CENTRAL,KENT,2016,183816.4335,129832.9537,244914.9983
DELAWARE,CENTRAL,KENT,2017,189194.5851,134148.1571,252028.843
DELAWARE,CENTRAL,KENT,2018,192430.6682,135804.0503,255245.1821
DELAWARE,CENTRAL,KENT,2019,276997.6403,196776.7039,369247.8135
DELAWARE,CENTRAL,KENT,2020,264345.5018,186114.1931,353203.7062
DELAWARE,NORTHERN,NEW CASTLE,2015,4610.9582,3325.622812,5942.866398
DELAWARE,NORTHERN,NEW CASTLE,2016,4780.667562,3487.572755,6142.429589
DELAWARE,NORTHERN,NEW CASTLE,2017,4981.495132,3633.382404,6399.01414
DELAWARE,NORTHERN,NEW CASTLE,2018,5074.279208,3710.236479,6514.639406
DELAWARE,NORTHERN,NEW CASTLE,2019,6227.7007,4643.547739,7930.670536
DELAWARE,NORTHERN,NEW CASTLE,2020,6003.150973,4467.465956,7642.80942
DELAWARE,SOUTHERN,SUSSEX,2015,472840.561,332936.7388,631027.3739
DELAWARE,SOUTHERN,SUSSEX,2016,510804.1234,357945.3559,680689.6988
DELAWARE,SOUTHERN,SUSSEX,2017,525005.608,367132.1168,705706.9772
DELAWARE,SOUTHERN,SUSSEX,2018,532449.7741,371036.5152,712288.5581
DELAWARE,SOUTHERN,SUSSEX,2019,777090.4245,540571.4331,1041915.728
DELAWARE,SOUTHERN,SUSSEX,2020,738745.6246,515617.7461,987061.6605
FLORIDA,ALL,OTHER COUNTIES,2015,98011.83323,64485.74667,131540.1113
FLORIDA,ALL,OTHER COUNTIES,2016,89118.93812,57614.98703,120700.0213
FLORIDA,ALL,OTHER COUNTIES,2017,46024.61132,25333.16103,67082.26706
FLORIDA,ALL,OTHER COUNTIES,2018,68865.49729,34438.90747,103421.1455
FLORIDA,ALL,OTHER COUNTIES,2019,69341.4357,35756.59379,102822.3247
FLORIDA,ALL,OTHER COUNTIES,2020,69427.04824,35813.36505,103312.1523
FLORIDA,CENTRAL,ALACHUA,2015,29907.98851,9451.629964,53006.44321
FLORIDA,CENTRAL,ALACHUA,2016,29885.62058,9411.946074,52955.08279
FLORIDA,CENTRAL,ALACHUA,2017,33052.8433,10054.56994,58966.25868
FLORIDA,CENTRAL,ALACHUA,2018,34397.765,10152.80412,62011.54947
FLORIDA,CENTRAL,ALACHUA,2019,35463.52833,10127.82052,63517.66846
FLORIDA,CENTRAL,ALACHUA,2020,35465.06613,10281.30988,63483.1716
FLORIDA,CENTRAL,BRADFORD,2015,9590.01326,4935.468255,14712.58978
FLORIDA,CENTRAL,BRADFORD,2016,9088.273321,4459.304458,14190.41748
FLORIDA,CENTRAL,BRADFORD,2017,9879.225314,4698.772607,15507.79104
FLORIDA,CENTRAL,BRADFORD,2018,10196.38296,4774.049084,16200.88684
FLORIDA,CENTRAL,BRADFORD,2019,10925.50619,5253.248664,17100.15699
FLORIDA,CENTRAL,BRADFORD,2020,10931.24902,5264.59441,17305.00631
FLORIDA,CENTRAL,CITRUS,2015,5994.295553,2045.166661,10495.6608
FLORIDA,CENTRAL,CITRUS,2016,5996.833743,2040.370489,10346.14461
FLORIDA,CENTRAL,CITRUS,2017,6603.969463,2151.619728,11576.30292
FLORIDA,CENTRAL,CITRUS,2018,6856.900217,2233.818593,12046.7756
FLORIDA,CENTRAL,CITRUS,2019,7076.329926,2237.842448,12468.227
FLORIDA,CENTRAL,CITRUS,2020,7071.437191,2279.860957,12527.60562
FLORIDA,CENTRAL,CLAY,2015,2884.757309,1076.792909,4901.590326
FLORIDA,CENTRAL,CLAY,2016,2890.501629,1078.227741,4919.516017
FLORIDA,CENTRAL,CLAY,2017,3160.572576,1129.146176,5402.28753
FLORIDA,CENTRAL,CLAY,2018,3288.476863,1155.86393,5640.230186
FLORIDA,CENTRAL,CLAY,2019,3379.848609,1175.756244,5809.190959
FLORIDA,CENTRAL,CLAY,2020,3398.149754,1192.420642,5886.825909
FLORIDA,CENTRAL,FLAGLER,2015,3495.937238,832.703416,6458.923877
FLORIDA,CENTRAL,FLAGLER,2016,3491.924644,841.7512922,6408.300159
FLORIDA,CENTRAL,FLAGLER,2017,3897.439183,919.9006068,7182.298041
FLORIDA,CENTRAL,FLAGLER,2018,4073.943471,950.1339881,7517.510435
FLORIDA,CENTRAL,FLAGLER,2019,4224.427708,992.8632607,7838.060759
FLORIDA,CENTRAL,FLAGLER,2020,4230.383636,988.8537086,7874.366464
FLORIDA,CENTRAL,GILCHRIST,2015,22666.32987,6371.795511,40055.81194
FLORIDA,CENTRAL,GILCHRIST,2016,22778.69094,6377.396585,40208.97644
FLORIDA,CENTRAL,GILCHRIST,2017,24356.01765,7100.25874,42576.32242
FLORIDA,CENTRAL,GILCHRIST,2018,23987.83387,7561.026411,41648.88137
FLORIDA,CENTRAL,GILCHRIST,2019,23646.18046,7631.890171,40891.76461
FLORIDA,CENTRAL,GILCHRIST,2020,23674.10755,7756.445505,40702.70902
FLORIDA,CENTRAL,HERNANDO,2015,6848.3282,2357.967451,11819.06206
FLORIDA,CENTRAL,HERNANDO,2016,6849.582268,2334.598304,11860.99951
FLORIDA,CENTRAL,HERNANDO,2017,7559.797995,2516.442518,13041.26804
FLORIDA,CENTRAL,HERNANDO,2018,7914.921242,2590.81645,13810.56992
FLORIDA,CENTRAL,HERNANDO,2019,8155.165611,2687.04909,14214.71646
FLORIDA,CENTRAL,HERNANDO,2020,8168.396486,2715.412457,14336.50271
FLORIDA,CENTRAL,HILLSBOROUGH,2015,26048.22572,8032.095545,46091.08398
FLORIDA,CENTRAL,HILLSBOROUGH,2016,26033.75481,7896.263299,46063.48893
FLORIDA,CENTRAL,HILLSBOROUGH,2017,29001.846,8764.086407,51362.51385
FLORIDA,CENTRAL,HILLSBOROUGH,2018,29872.95215,8592.162605,53314.63116
FLORIDA,CENTRAL,HILLSBOROUGH,2019,30874.39079,8765.860425,55697.50946
FLORIDA,CENTRAL,HILLSBOROUGH,2020,30833.01053,8840.042083,55021.29925
FLORIDA,CENTRAL,LAKE,2015,18503.45793,5357.65242,33294.22071
FLORIDA,CENTRAL,LAKE,2016,18512.78686,5304.852224,33101.56646
FLORIDA,CENTRAL,LAKE,2017,20578.87692,5695.570731,37133.45964
FLORIDA,CENTRAL,LAKE,2018,21464.40311,5981.781498,38636.42732
FLORIDA,CENTRAL,LAKE,2019,22239.37132,6199.66824,40197.31386
FLORIDA,CENTRAL,LAKE,2020,22215.151,6219.00007,39964.01819
FLORIDA,CENTRAL,LEVY,2015,20644.84912,6757.770568,37409.65071
FLORIDA,CENTRAL,LEVY,2016,20736.25756,6880.838362,37752.08714
FLORIDA,CENTRAL,LEVY,2017,22923.58318,7418.995313,41788.07123
FLORIDA,CENTRAL,LEVY,2018,24024.12158,7636.767769,43493.52676
FLORIDA,CENTRAL,LEVY,2019,24743.51186,7738.198471,45247.19351
FLORIDA,CENTRAL,LEVY,2020,24763.20985,7925.753024,45375.1405
FLORIDA,CENTRAL,MARION,2015,48081.20577,20897.8067,77206.4758
FLORIDA,CENTRAL,MARION,2016,48163.43955,21729.69203,77427.31837
FLORIDA,CENTRAL,MARION,2017,51992.23781,22605.46655,84528.72384
FLORIDA,CENTRAL,MARION,2018,53986.83383,23067.04585,87869.15471
FLORIDA,CENTRAL,MARION,2019,55182.76333,23303.30958,90088.37364
FLORIDA,CENTRAL,MARION,2020,55199.31911,23164.48936,90504.53615
FLORIDA,CENTRAL,ORANGE,2015,9572.182512,2672.128965,17368.36149
FLORIDA,CENTRAL,ORANGE,2016,9578.934623,2585.100904,17433.28375
FLORIDA,CENTRAL,ORANGE,2017,10633.89974,2866.702476,19440.34865
FLORIDA,CENTRAL,ORANGE,2018,11094.46808,2830.165314,20419.28991
FLORIDA,CENTRAL,ORANGE,2019,11454.0615,2978.561055,21048.24635
FLORIDA,CENTRAL,ORANGE,2020,11458.19569,2943.468747,21054.5341
FLORIDA,CENTRAL,OSCEOLA,2015,62988.53938,13186.12228,118588.4869
FLORIDA,CENTRAL,OSCEOLA,2016,62878.14143,13513.589,118430.8598
FLORIDA,CENTRAL,OSCEOLA,2017,70778.82175,14906.29027,132906.7162
FLORIDA,CENTRAL,OSCEOLA,2018,74194.97798,15417.20835,139465.5599
FLORIDA,CENTRAL,OSCEOLA,2019,76889.57006,16413.4436,143637.7631
FLORIDA,CENTRAL,OSCEOLA,2020,76910.48046,16030.52785,145473.2521
FLORIDA,CENTRAL,PASCO,2015,23259.07293,6931.015801,41019.67763
FLORIDA,CENTRAL,PASCO,2016,23232.76247,7163.282176,41114.004
FLORIDA,CENTRAL,PASCO,2017,25771.21408,7638.157025,45403.36076
FLORIDA,CENTRAL,PASCO,2018,26774.18411,7751.110684,47731.95292
FLORIDA,CENTRAL,PASCO,2019,27688.58596,7898.474455,49721.70371
FLORIDA,CENTRAL,PASCO,2020,27671.65259,8045.561573,49429.12607
FLORIDA,CENTRAL,PINELLAS,2015,318.4550746,164.3816259,496.8651681
FLORIDA,CENTRAL,PINELLAS,2016,317.5430755,163.4945568,495.7191277
FLORIDA,CENTRAL,PINELLAS,2017,331.7421663,176.6375697,513.727899
FLORIDA,CENTRAL,PINELLAS,2018,342.9758803,178.7275928,527.2419806
FLORIDA,CENTRAL,PINELLAS,2019,342.8076179,180.4208301,526.9884367
FLORIDA,CENTRAL,PINELLAS,2020,343.0653477,179.5747352,531.2206764
FLORIDA,CENTRAL,POLK,2015,51161.99284,12023.11229,94459.63186
FLORIDA,CENTRAL,POLK,2016,51148.91064,11981.84428,94084.22399
FLORIDA,CENTRAL,POLK,2017,57258.76517,13054.67544,106850.2612
FLORIDA,CENTRAL,POLK,2018,59963.16572,13483.45431,112244.8108
FLORIDA,CENTRAL,POLK,2019,62189.44859,14194.30254,116271.6425
FLORIDA,CENTRAL,POLK,2020,62132.40351,13987.40783,115731.9502
FLORIDA,CENTRAL,PUTNAM,2015,7629.957472,2631.999261,13208.34986
FLORIDA,CENTRAL,PUTNAM,2016,7641.308556,2643.442387,13133.31814
FLORIDA,CENTRAL,PUTNAM,2017,8400.144469,2850.38277,14574.97273
FLORIDA,CENTRAL,PUTNAM,2018,8260.073878,2523.897354,14776.60074
FLORIDA,CENTRAL,PUTNAM,2019,8497.134962,2535.660848,15124.69796
FLORIDA,CENTRAL,PUTNAM,2020,8503.678946,2594.696646,15155.92091
FLORIDA,CENTRAL,SEMINOLE,2015,2930.188259,1026.058059,5029.089159
FLORIDA,CENTRAL,SEMINOLE,2016,2927.910788,994.2395788,5053.689674
FLORIDA,CENTRAL,SEMINOLE,2017,3204.200993,1067.058844,5628.71343
FLORIDA,CENTRAL,SEMINOLE,2018,3327.196592,1093.798787,5811.160784
FLORIDA,CENTRAL,SEMINOLE,2019,3443.354111,1109.734148,6038.640017
FLORIDA,CENTRAL,SEMINOLE,2020,3451.056978,1095.430833,6042.50315
