State,Ag.District,County,Year,NPP_C,SD_NPP,yield_C,SD_yield,area_ha,area_sd
ALABAMA,NORTHERN VALLEY,LIMESTONE,2020,154973.4434,13357.9454,63859.9654,1845.792382,30031.7697,364.8757232
ALABAMA,NORTHERN VALLEY,MADISON,2015,205973.7202,17155.77185,86877.89635,4722.592378,38534.42304,1506.389661
ALABAMA,NORTHERN VALLEY,MADISON,2016,169260.308,15785.82737,70738.00193,2902.61288,32219.12327,391.0905146
ALABAMA,NORTHERN VALLEY,MADISON,2017,146433.8676,13182.50935,60452.71781,2413.775949,25904.58351,302.0443817
ALABAMA,NORTHERN VALLEY,MADISON,2018,126505.5784,11457.16782,52286.1812,2084.006096,24644.54683,285.5243247
ALABAMA,NORTHERN VALLEY,MADISON,2019,150063.5341,14662.32652,63621.65415,2799.133726,23512.09529,302.4119372
ALABAMA,NORTHERN VALLEY,MADISON,2020,136005.359,12638.08347,56852.75582,2364.732506,23836.67761,297.5832887
ALABAMA,NORTHERN VALLEY,MARION,2015,20392.77467,5217.350978,10350.58802,2582.682134,3881.490168,862.5756851
ALABAMA,NORTHERN VALLEY,MARION,2020,12508.11191,1321.076626,5263.578811,332.4536303,2056.57833,47.99040408
ALABAMA,NORTHERN VALLEY,MORGAN,2015,55592.88743,11053.47396,26171.67115,5423.792437,12034.30523,1784.172342
ALABAMA,NORTHERN VALLEY,MORGAN,2016,18775.11071,1602.654696,7323.894163,206.5456448,5462.903524,62.74693903
ALABAMA,NORTHERN VALLEY,MORGAN,2017,26270.62602,2224.740547,10362.07527,293.451422,5220.464334,60.41566659
ALABAMA,NORTHERN VALLEY,MORGAN,2018,14793.23673,1731.963346,6604.952678,277.4663337,1537.487683,38.55571199
ALABAMA,NORTHERN VALLEY,MORGAN,2019,28631.38283,2496.875713,11807.21853,371.9826467,5826.44072,75.08165768
ALABAMA,NORTHERN VALLEY,MORGAN,2020,37819.14063,3284.915276,15605.8209,491.9673959,6342.377528,81.78825437
ALABAMA,NORTHERN VALLEY,OTHER (COMBINED) COUNTIES,2015,121365.5207,22998.84028,58510.86905,11331.28288,26408.90065,4051.033705
ALABAMA,NORTHERN VALLEY,OTHER (COMBINED) COUNTIES,2016,15567.77765,968.2968101,6004.704192,132.8169715,4310.404079,38.64823643
ALABAMA,NORTHERN VALLEY,OTHER (COMBINED) COUNTIES,2017,20510.88883,1273.169953,7910.23738,174.7078802,4087.085402,35.13903623
ALABAMA,NORTHERN VALLEY,OTHER (COMBINED) COUNTIES,2018,27148.07233,2041.503693,10293.26252,230.5263037,7567.547768,90.72383375
ALABAMA,NORTHERN VALLEY,OTHER (COMBINED) COUNTIES,2019,25360.48904,2461.15768,10831.20852,383.6597558,4451.284535,40.49424937
ALABAMA,NORTHERN VALLEY,WINSTON,2015,16100.35833,4130.172925,8171.895732,2042.588308,3437.330984,757.8028382
ALABAMA,UPPER PLAINS & PIEDMONT,BIBB,2015,7872.658944,2012.223782,3996.190277,997.9292013,2141.606498,469.7524156
ALABAMA,UPPER PLAINS & PIEDMONT,CHAMBERS,2015,21115.31206,5412.188866,10717.51005,2679.193205,3846.311781,837.8279231
ALABAMA,UPPER PLAINS & PIEDMONT,CHILTON,2015,17427.61963,4133.344037,8623.810478,2039.768831,3980.323536,777.4583255
ALABAMA,UPPER PLAINS & PIEDMONT,CHILTON,2020,1265.545047,151.3621119,565.0130602,26.63247307,194.390868,5.030677129
ALABAMA,UPPER PLAINS & PIEDMONT,CLAY,2015,11422.57431,2952.677391,5798.359207,1464.866375,2553.979875,559.0838513
ALABAMA,UPPER PLAINS & PIEDMONT,COOSA,2015,6516.686033,1659.88585,3307.112673,818.4481973,1577.808757,348.1187515
ALABAMA,UPPER PLAINS & PIEDMONT,FAYETTE,2015,17613.89067,4143.14738,8705.77805,2047.766896,4086.894245,703.7822976
ALABAMA,UPPER PLAINS & PIEDMONT,FAYETTE,2016,3997.802537,445.7108474,1616.195679,125.3257235,1295.492287,24.00925181
ALABAMA,UPPER PLAINS & PIEDMONT,FAYETTE,2017,3531.034185,392.5988578,1416.788448,109.8816486,1132.878674,22.55209997
ALABAMA,UPPER PLAINS & PIEDMONT,FAYETTE,2018,2962.553205,336.2748471,1221.675059,97.88628361,809.303824,15.20804439
ALABAMA,UPPER PLAINS & PIEDMONT,FAYETTE,2019,2897.937865,334.9211102,1205.752966,98.74679653,849.937434,15.6724508
